model,mae_mean,mae_std,rmse_mean,rmse_std,r2_mean,r2_std,fit_time_mean
1_RandomForestRegressor,111.47477516375744,2.088735412767397,134.72744535144056,520.7156859335829,0.1806297188233369,0.015592033655811285,6.976773500442505
6_ExtraTreesRegressor,112.18453818244933,2.016243113252841,134.982655541717,523.520055192118,0.17752295956153394,0.015697916995283383,1.022505283355713
4_CatBoostRegressor,114.18060844711333,2.8824427714111134,137.2062335068218,749.6037845160973,0.15028235668943066,0.02593160627707399,0.7796630064646403
5_GradientBoostingRegressor,115.55294775532184,1.8248445851513984,139.5113732549764,542.909567563591,0.12139863797773225,0.016105371100844267,6.692006349563599
2_XGBoostRegressor,116.02563780468078,2.4821097034735313,140.46859576177758,654.8874463365522,0.10934669324702335,0.02103203102869077,0.7867603302001953
3_LightGBMRegressor,116.61160151189684,1.8009516889891497,140.9732942126045,473.5523607960878,0.10284927181623586,0.013050392709051062,1.2064626216888428
